RSCI,Name_URL,URL,Player,URL2,college_nan,URL3,College,from,to,WS,m1,m2,m3,m4,m5,m6
39,Fendi Onobun (college),https://www.sports-reference.com/cbb/players/fendi-onobun-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizona,Arizona,,,,47,55,27,41,59,
RSCI,,,,,,,,,,,,,,,,
T39,Eric Boateng (college),https://www.sports-reference.com/cbb/players/eric-boateng-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=arizonast,Arizona State,,,,27,42,82,42,36,
41,Chris Douglas-Roberts (college),https://www.basketball-reference.com/players/d/douglch01.html,Chris Douglas-Roberts,https://www.sports-reference.com/cbb/players/chris-douglas-roberts-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,2009,2015,5.4,30,29,75,50,51,
42,Uche Echefu (college),https://www.sports-reference.com/cbb/players/uche-echefu-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,,,,46,73,45,45,37,
43,Tiki Mayben (college),https://www.sports-reference.com/cbb/players/tiki-mayben-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=umass,UMass,,,,39,17,57,52,85,
44,Terrence Williams (college),https://www.basketball-reference.com/players/w/willite01.html,Terrence Williams,https://www.sports-reference.com/cbb/players/terrence-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,2010,2013,-0.2,26,53,,26,47,
45,Roderick Flemings (college),https://www.sports-reference.com/cbb/players/roderick-flemings-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=hawaii,Hawaii,,,,79,71,26,36,46,
46,Ryan Wright (college),https://www.sports-reference.com/cbb/players/ryan-wright-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,38,38,80,53,56,
47,Tyler Smith (college),https://www.sports-reference.com/cbb/players/tyler-smith-3.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=tennessee,Tennessee,,,,71,23,34,,39,
48,Vernon Goodridge (college),https://www.basketball-reference.com/players/g/goodrve01.html,Vernon Goodridge,https://www.sports-reference.com/cbb/players/vernon-goodridge-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lasalle,La Salle,,,,32,,52,47,38,
49,Davon Jefferson (college),https://www.sports-reference.com/cbb/players/davon-jefferson-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,37,8,,,27,
50,Devan Downey (college),https://www.sports-reference.com/cbb/players/devan-downey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=scarolina,South Carolina,,,,81,65,36,55,40,
51,Marcus Johnson (college),https://www.sports-reference.com/cbb/players/marcus-johnson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=usc,USC,,,,54,22,59,57,89,
52,Alonzo Gee (college),https://www.basketball-reference.com/players/g/geeal01.html,Alonzo Gee,https://www.sports-reference.com/cbb/players/alonzo-gee-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=alabama,Alabama,2010,2017,9.7,100,61,33,59,34,
53,Martynas Pocius (college),https://www.sports-reference.com/cbb/players/martynas-pocius-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=duke,Duke,,,,45,,40,49,55,
T53,Jeff Adrien (college),https://www.basketball-reference.com/players/a/adrieje01.html,Jeff Adrien,https://www.sports-reference.com/cbb/players/jeff-adrien-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2011,2015,4.4,48,,41,39,61,
55,Kevin Rogers (college),https://www.sports-reference.com/cbb/players/kevin-rogers-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=baylor,Baylor,,,,49,63,54,69,60,
56,Wilson Chandler (college),https://www.basketball-reference.com/players/c/chandwi01.html,Wilson Chandler,https://www.sports-reference.com/cbb/players/wilson-chandler-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=depaul,DePaul,2008,2020,29.0,,52,44,54,53,
57,Jerel McNeal (college),https://www.basketball-reference.com/players/m/mcneaje01.html,Jerel McNeal,https://www.sports-reference.com/cbb/players/jerel-mcneal-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,2015,2015,-0.1,51,36,99,70,54,
58,Shawn Taggart (college),https://www.sports-reference.com/cbb/players/shawn-taggart-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,,,,88,,35,46,45,
T58,Sam Young (college),https://www.basketball-reference.com/players/y/youngsa01.html,Sam Young,https://www.sports-reference.com/cbb/players/sam-young-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,2010,2013,5.2,43,,71,43,57,
RSCI,,,,,,,,,,,,,,,,
60,Jamal Boykin (college),https://www.sports-reference.com/cbb/players/jamal-boykin-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=california,California,,,,25,30,,74,88,
61,Wesley Matthews (college),https://www.basketball-reference.com/players/m/matthwe02.html,Wesley Matthews,https://www.sports-reference.com/cbb/players/wesley-matthews-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=marquette,Marquette,2010,2020,50.9,40,44,85,56,95,
62,Bryan Harvey (college),https://www.sports-reference.com/cbb/players/bryan-harvey-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=fresnost,Fresno State,,,,89,31,37,63,,
63,Derwin Kitchen (college),https://www.sports-reference.com/cbb/players/derwin-kitchen-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=floridast,Florida State,,,,,46,68,48,73,
64,Reginald Delk (college),https://www.sports-reference.com/cbb/players/reginald-delk-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,,67,73,58,49,
65,Wink Adams (college),https://www.sports-reference.com/cbb/players/wink-adams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=unlv,UNLV,,,,75,,25,72,76,
66,Antonio Anderson (college),https://www.basketball-reference.com/players/a/anderan02.html,Antonio Anderson,https://www.sports-reference.com/cbb/players/antonio-anderson-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=memphis,Memphis,2010,2010,0.0,85,,56,68,42,
T66,Leo Lyons (college),https://www.sports-reference.com/cbb/players/leo-lyons-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=missouri,Missouri,,,,42,,,44,64,
66,Terrel Harris (college),https://www.basketball-reference.com/players/h/harrite01.html,Terrel Harris,https://www.sports-reference.com/cbb/players/terrel-harris-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=okstate,Oklahoma State,2012,2013,-0.6,74,59,64,61,94,
69,Dior Lowhorn (college),https://www.sports-reference.com/cbb/players/dior-lowhorn-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=sanfran,San Francisco,,,,67,47,67,71,,
70,Brian Asbury (college),https://www.sports-reference.com/cbb/players/brian-asbury-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,80,87,65,65,65,
71,Tyrell Biggs (college),https://www.sports-reference.com/cbb/players/tyrell-biggs-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,,,,62,58,78,67,99,
72,Tyree Evans (college),https://www.sports-reference.com/cbb/players/tyree-evans-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentst,Kent State University,,,,52,,60,60,96,
73,David Weaver (college),https://www.sports-reference.com/cbb/players/david-weaver-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,,,,61,39,,73,,
T73,Ricky Sanchez,https://www.basketball-reference.com/players/s/sanchri01.html,Ricky Sanchez,,,,,,,,66,80,62,66,,
75,Danny Williams,,,,,,,,,,58,16,,,,
76,Kevin Swinton (college),https://www.sports-reference.com/cbb/players/kevin-swinton-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=wake,Wake Forest,,,,83,91,89,79,48,
T76,Andre McGee (college),https://www.sports-reference.com/cbb/players/andre-mcgee-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=louisville,Louisville,,,,53,34,,,,
78,Rashad Woods (college),https://www.sports-reference.com/cbb/players/rashad-woods-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentst,Kent State University,,,,,41,48,,,
79,Alade Aminu (college),https://www.basketball-reference.com/players/a/aminual02.html,Alade Aminu,https://www.sports-reference.com/cbb/players/alade-aminu-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gatech,Georgia Tech,,,,57,,,89,50,
RSCI,,,,,,,,,,,,,,,,
80,Casaan Breeden (college),https://www.sports-reference.com/cbb/players/casaan-breeden-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=charleston,College of Charleston,,,,,,55,64,78,
81,Alfred Aboya (college),https://www.sports-reference.com/cbb/players/alfred-aboya-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,,,,78,62,83,84,,
T81,Martellus Bennett (college),https://www.sports-reference.com/cbb/players/martellus-bennett-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texasam,Texas A&M,,,,84,21,,,,
83,A.J. Abrams (college),https://www.sports-reference.com/cbb/players/aj-abrams-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=texas,Texas,,,,86,48,,75,,
84,Jeremy Pargo (college),https://www.basketball-reference.com/players/p/pargoje01.html,Jeremy Pargo,https://www.sports-reference.com/cbb/players/jeremy-pargo-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=gonzaga,Gonzaga,2012,2020,-0.8,65,84,,62,,
T84,Cyrus McGowan (college),https://www.sports-reference.com/cbb/players/cyrus-mcgowan-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,92,95,77,80,69,
86,Gary Flowers (college),https://www.sports-reference.com/cbb/players/gary-flowers-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=smiss,University of Southern Mississippi,,,,,79,43,,,
87,JR Inman (college),https://www.sports-reference.com/cbb/players/jr-inman-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=rutgers,Rutgers University,,,,,85,81,83,77,
T87,Nate Minnoy (college),https://www.sports-reference.com/cbb/players/nate-minnoy-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=cmichigan,Central Michigan University,,,,64,60,,,,
89,K.C. Rivers (college),https://www.sports-reference.com/cbb/players/kc-rivers-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=clemson,Clemson,,,,70,56,,,,
90,Terry Martin (college),https://www.basketball-reference.com/players/m/martite01.html,Terry Martin,https://www.sports-reference.com/cbb/players/terry-martin-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,,,,,98,58,91,82,
91,Kenneth Cooper (college),https://www.sports-reference.com/cbb/players/kenny-cooper-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=latech,Louisiana Tech,,,,,,72,76,81,
92,Lawrence Hill (college),https://www.sports-reference.com/cbb/players/lawrence-hill-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=stanford,Stanford,,,,82,70,97,82,,
93,Levance Fields (college),https://www.sports-reference.com/cbb/players/levance-fields-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=pitt,Pitt,,,,,81,88,88,75,
T93,Adrian Thomas (college),https://www.sports-reference.com/cbb/players/adrian-thomas-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=miamifl,Miami (FL),,,,68,82,,81,,
95,Denis Clemente (college),https://www.sports-reference.com/cbb/players/denis-clemente-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kansasst,Kansas State,,,,72,96,,,66,
96,Austin Johnson (college),https://www.sports-reference.com/cbb/players/austin-johnson-2.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=oklahoma,Oklahoma,,,,,86,53,,,
97,Ryan Ayers (college),https://www.sports-reference.com/cbb/players/ryan-ayers-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=notredame,Notre Dame,,,,,75,70,96,,
98,Darren Collison (college),https://www.basketball-reference.com/players/c/collida01.html,Darren Collison,https://www.sports-reference.com/cbb/players/darren-collison-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=ucla,UCLA,2010,2019,49.9,,,100,78,67,
99,Jared Carter (college),https://www.sports-reference.com/cbb/players/jared-carter-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,,,,,,,77,68,
RSCI,,,,,,,,,,,,,,,,
T99,Kendric Price (college),https://www.sports-reference.com/cbb/players/kendric-price-1.html,(college),,,https://www.basketball-reference.com/friv/colleges.fcgi?college=michigan,Michigan,,,,95,83,,98,71,
1,Dwight Howard,https://www.basketball-reference.com/players/h/howardw01.html,Dwight Howard,,,,,2005,2020,134.2,1,1,1,1,1,
2,Shaun Livingston,https://www.basketball-reference.com/players/l/livinsh01.html,Shaun Livingston,,,,,2005,2019,29.9,2,3,2,2,2,
3,Al Jefferson,https://www.basketball-reference.com/players/j/jeffeal01.html,Al Jefferson,,,,,2005,2018,71.0,3,6,4,4,3,
4,Josh Smith,https://www.basketball-reference.com/players/s/smithjo03.html,Josh Smith,,,,,2005,2018,51.0,8,4,3,3,5,
5,Rudy Gay (college),https://www.basketball-reference.com/players/g/gayru01.html,Rudy Gay,https://www.sports-reference.com/cbb/players/rudy-gay-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=uconn,UConn,2007,2020,57.0,4,8,5,10,4,
6,Sebastian Telfair,https://www.basketball-reference.com/players/t/telfase01.html,Sebastian Telfair,,,,,2005,2015,5.0,7,5,6,7,9,
7,Marvin Williams (college),https://www.basketball-reference.com/players/w/willima02.html,Marvin Williams,https://www.sports-reference.com/cbb/players/marvin-williams-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=unc,UNC,2006,2020,65.1,5,7,11,5,7,
8,Robert Swift,https://www.basketball-reference.com/players/s/swiftro01.html,Robert Swift,,,,,2005,2009,1.7,9,9,14,11,6,
9,Malik Hairston (college),https://www.basketball-reference.com/players/h/hairsma01.html,Malik Hairston,https://www.sports-reference.com/cbb/players/malik-hairston-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=oregon,Oregon,2009,2010,0.8,13,11,7,13,10,
10,Randolph Morris (college),https://www.basketball-reference.com/players/m/morrira01.html,Randolph Morris,https://www.sports-reference.com/cbb/players/randolph-morris-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=kentucky,Kentucky,2007,2010,-0.1,12,17,10,14,8,
11,Glen Davis (college),https://www.basketball-reference.com/players/d/davisgl01.html,Glen Davis,https://www.sports-reference.com/cbb/players/glen-davis-1.html,(college),https://www.basketball-reference.com/friv/colleges.fcgi?college=lsu,LSU,2008,2015,18.6,17,12,13,8,16,
